pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,st_teff,st_rad,st_mass,P_NAME,P_HABITABLE,P_ESI,P_HABZONE_CON,P_HABZONE_OPT,P_TEMP_SURF,P_TYPE
TRAPPIST-1 d,0.788,0.388,286.2,0.02227,2566.0,0.1192,0.0898,TRAPPIST-1 d,1,0.90766241,0,1,295.67425,Subterran
TRAPPIST-1 e,0.92,0.692,249.7,0.02925,2566.0,0.1192,0.0898,TRAPPIST-1 e,1,0.84549451,1,1,257.99535,Terran
TRAPPIST-1 g,1.129,1.321,197.3,0.04683,2566.0,0.1192,0.0898,TRAPPIST-1 g,1,0.57566382,1,1,203.89817,Terran
TRAPPIST-1 h,0.755,0.326,171.7,0.06189,2566.0,0.1192,0.0898,TRAPPIST-1 h,0,0.46227141,0,0,177.36356,Subterran
K2-117 c,2.06,4.9,537.0,0.0492,3778.0,0.51,0.54,K2-117 c,0,0.32025255,0,0,593.03258,Superterran
Kepler-1297 b,0.97,0.871,1790.0,0.0283,5818.0,0.99,0.99,Kepler-1297 b,0,0.293376,0,0,2034.8495,Terran
Kepler-80 f,1.21,4459.73,1054.0,0.0175,4540.0,0.678,0.73,Kepler-80 f,0,0.29224232,0,0,1396.0678,Terran
Kepler-113 c,2.18,8.7,628.0,0.07796,4725.0,0.69,0.75,Kepler-113 c,0,0.27533636,0,0,739.8296,Superterran
Kepler-1016 b,2.18,5.39,1540.0,0.03044,5821.0,1.0,0.99,Kepler-1016 b,0,0.2467196,0,0,1763.4223,Superterran
Kepler-1651 b,1.84,4.04,393.0,0.0692,3713.0,0.503,0.522,Kepler-1651 b,0,0.39654805,0,0,497.06327,Superterran
Kepler-1053 b,0.98,0.904,953.0,0.0315,4529.0,0.69,0.74,Kepler-1053 b,0,0.30379025,0,0,968.32299,Terran
Kepler-1932 b,1.51482218,2.91,1891.0,0.0123,5278.0,0.815,0.911,Kepler-1932 b,0,0.27869176,0,0,2118.2293,Terran
Kepler-524 c,0.96,0.84,1574.0,0.03046,6014.0,1.1,1.09,Kepler-524 c,0,0.29321824,0,0,2127.9147,Terran
Kepler-534 c,1.227,2.02,933.0,0.0761,5936.0,0.965,1.075,Kepler-534 c,0,0.29501339,0,0,1134.9669,Terran
Kepler-647 b,1.17,1.71,788.0,0.12237,6020.0,1.07,1.03,Kepler-647 b,0,0.29872214,0,0,1046.8632,Terran
Kepler-130 b,1.02,1.04,982.0,0.079,5884.0,1.127,0.927,Kepler-130 b,0,0.29836806,0,0,1145.5065,Terran
Kepler-1955 b,1.16654878,1.69,853.0,0.11959,5825.0,1.291,1.049,Kepler-1955 b,0,0.30207098,0,0,960.13564,Terran
K2-154 b,1.99,4.62,715.0,0.0405,4097.0,0.63,0.65,K2-154 b,0,0.27766944,0,0,795.60593,Superterran
Kepler-537 b,1.41,2.57,1181.0,0.04317,5763.0,0.99,1.07,Kepler-537 b,0,0.28570666,0,0,1338.0255,Terran
Kepler-1030 b,2.48,6.71,529.0,0.1338,4983.0,0.76,0.8,Kepler-1030 b,0,0.30903593,0,0,572.06775,Superterran
WASP-47 e,1.83,9.0,1992.0,0.01673,5565.0,1.156,1.058,WASP-47 e,0,0.26455436,0,0,2265.4429,Superterran
K2-28 b,2.32,5.99,568.0,0.0214,3214.0,0.288,0.257,K2-28 b,0,0.2891779,0,0,643.75206,Superterran
Kepler-1866 b,2.08215108,4.99,834.0,0.1016,5791.0,1.083,1.03,Kepler-1866 b,0,0.2603896,0,0,980.57015,Superterran
HD 73583 c,2.39,9.7,498.0,0.1242,4511.0,0.65,0.73,HD 73583 c,0,0.33723818,0,0,531.72944,Superterran
Kepler-633 c,2.296,5.89,725.0,0.16246,5877.0,1.265,0.997,Kepler-633 c,0,0.26354992,0,0,784.21702,Superterran
Kepler-1021 b,2.33,6.04,634.0,0.1034,5431.0,0.86,0.89,Kepler-1021 b,0,0.26520208,0,0,757.9931,Superterran
Kepler-1952 b,1.23923346,2.07,725.0,0.1724,5973.0,1.305,0.922,Kepler-1952 b,0,0.3099381,0,0,819.23197,Terran
Kepler-1431 b,1.47,2.76,1064.0,0.0648,5806.0,1.03,1.03,Kepler-1431 b,0,0.28353123,0,0,1299.8344,Terran
GJ 806 c,2.28,5.8,490.0,0.0523,3600.0,0.4144,0.413,GJ 806 c,0,0.36447091,0,0,505.15502,Superterran
TOI-2136 b,2.19,6.37,395.0,0.057,3342.0,0.34,0.34,TOI-2136 b,0,0.50033629,0,0,406.90038,Superterran
TOI-2427 b,1.8,3.89,1117.0,0.0202,4072.0,0.65,0.64,TOI-2427 b,0,0.26943415,0,0,1176.9278,Superterran
Wolf 503 b,2.043,6.26,790.0,0.05706,4716.0,0.689,0.688,Wolf 503 b,0,0.27110936,0,0,806.81219,Superterran
Kepler-1514 c,1.1758241,1.74,1066.0,0.0997,6145.0,1.289,1.196,Kepler-1514 c,0,0.2967942,0,0,1093.2493,Terran
TRAPPIST-1 c,1.097,1.308,339.7,0.0158,2566.0,0.1192,0.0898,TRAPPIST-1 c,0,0.73055616,0,0,351.03128,Terran
TRAPPIST-1 f,1.045,1.039,217.7,0.03849,2566.0,0.1192,0.0898,TRAPPIST-1 f,1,0.67711241,1,1,224.90485,Terran
GJ 514 b,2.13,5.2,202.0,0.422,3728.0,0.5,0.51,GJ 514 b,2,0.52010084,0,1,198.92846,Superterran
Kepler-399 c,1.43,2.63,630.0,0.155,5502.0,0.68,0.902,Kepler-399 c,0,0.36415241,0,0,574.45984,Terran
Kepler-1802 b,1.671,3.43,581.0,0.0662,4245.0,0.637,0.649,Kepler-1802 b,0,0.31958864,0,0,656.51783,Superterran
TOI-431 c,1.49,2.83,867.0,0.052,4850.0,0.731,0.78,TOI-431 c,0,0.29297194,0,0,911.32619,Terran
Kepler-289 b,2.49,3.7,607.0,0.21183,5990.0,1.0,1.08,Kepler-289 b,0,0.29604546,0,0,650.22831,Superterran
Kepler-1863 b,2.26309256,5.74,508.0,0.23678,5871.0,0.983,1.097,Kepler-1863 b,0,0.27432687,0,0,720.65942,Superterran
GJ 3929 b,1.09,1.75,568.0,0.0252,3384.0,0.32,0.313,GJ 3929 b,0,0.370086,0,0,585.43037,Terran
Kepler-475 b,2.49,6.76,980.0,0.03989,5009.0,0.79,0.86,Kepler-475 b,0,0.237141,0,0,1102.6535,Superterran
TOI-2081 b,2.04,4.82,488.0,0.0752,3800.0,0.534,0.54,TOI-2081 b,0,0.39728239,0,0,485.6424,Superterran
Kepler-691 b,2.09,5.02,460.0,0.0649,3715.0,0.5,0.53,Kepler-691 b,0,0.3536337,0,0,532.78645,Superterran
Kepler-62 e,1.61,36.0,270.0,0.427,4925.0,0.64,0.69,Kepler-62 e,2,0.82742754,0,1,297.99679,Superterran
HIP 41378 b,2.419,9.06,970.67,0.1303,6371.0,1.306,1.245,HIP 41378 b,0,0.24189803,0,0,1007.7606,Superterran
Kepler-332 b,1.17,1.71,703.0,0.07,4955.0,0.72,0.743,Kepler-332 b,0,0.31674277,0,0,776.92036,Terran
Kepler-1578 b,1.04,1.12,1700.0,0.0252,5545.0,0.86,0.9,Kepler-1578 b,0,0.294069,0,0,1648.0685,Terran
Kepler-1966 b,1.10479327,1.39,733.0,0.0763,5009.0,0.84,0.797,Kepler-1966 b,0,0.32171506,0,0,751.47278,Terran
Kepler-887 c,1.13,1.51,1089.0,0.0801,6194.0,1.29,1.19,Kepler-887 c,0,0.29478103,0,0,1317.3354,Terran
Kepler-306 d,2.47,6.66,535.0,0.12,4954.0,0.719,0.75,Kepler-306 d,0,0.28467459,0,0,633.99364,Superterran
Kepler-195 c,1.55,3.02,469.0,0.197,5329.0,0.775,0.867,Kepler-195 c,0,0.39068475,0,0,524.73787,Terran
Kepler-212 b,1.09,1.32,830.0,0.133,5852.0,1.455,1.166,Kepler-212 b,0,0.30250959,0,0,983.44415,Terran
Kepler-195 b,2.03,4.78,751.0,0.077,5329.0,0.775,0.867,Kepler-195 b,0,0.27135903,0,0,839.325,Superterran
Kepler-24 d,1.67,293.959,1305.0,0.051,5897.0,1.289,1.046,Kepler-24 d,0,0.2735378,0,0,1382.4214,Superterran
Kepler-83 d,1.94,4.1,569.0,0.051,4648.0,0.594,0.58,Kepler-83 d,0,0.30039632,0,0,675.52346,Superterran
KOI-7913 b,2.34,6.08,432.0,0.1456,4324.0,0.788,0.76,KOI-7913 b,0,0.38043344,0,0,484.55696,Superterran
Kepler-54 d,1.53,12.0946,328.0,0.126,4252.0,0.554,0.518,Kepler-54 d,0,0.60488086,0,0,383.25713,Terran
YZ Cet d,1.03,1.09,356.7,0.02851,3151.0,0.157,0.142,YZ Cet d,0,0.67449052,0,0,368.59016,Terran
Kepler-1608 b,1.73,3.64,612.0,0.1126,4992.0,0.72,0.75,Kepler-1608 b,0,0.32502938,0,0,629.37042,Superterran
Kepler-968 c,1.69,3.5,644.0,0.052,4598.0,0.7,0.76,Kepler-968 c,0,0.2911126,0,0,813.15596,Superterran
HD 23472 c,1.87,3.41,467.0,0.1646,4684.0,0.71,0.67,HD 23472 c,0,0.39817646,0,0,494.71236,Superterran
Kepler-1463 b,1.86,4.12,619.0,0.1694,5679.0,0.95,0.96,Kepler-1463 b,0,0.29228729,0,0,737.00226,Superterran
Kepler-1948 b,1.03283226,1.09,399.0,0.1022,3872.0,0.557,0.585,Kepler-1948 b,0,0.3926923,0,0,547.89845,Terran
Kepler-1319 b,1.34,2.36,557.0,0.0296,3655.0,0.54,0.56,Kepler-1319 b,0,0.3178378,0,0,717.76755,Terran
Kepler-1532 b,1.35,2.39,1681.0,0.0206,5559.0,0.88,0.91,Kepler-1532 b,0,0.28591451,0,0,1848.17,Terran
Kepler-808 b,1.46,2.73,1322.0,0.01314,4653.0,0.71,0.76,Kepler-808 b,0,0.28154009,0,0,1801.7583,Terran
HD 23472 d,0.75,0.55,909.0,0.04298,4684.0,0.71,0.67,HD 23472 d,0,0.29650785,0,0,968.0753,Terran
HD 23472 f,1.137,0.77,630.0,0.0906,4684.0,0.71,0.67,HD 23472 f,0,0.33854022,0,0,666.77337,Terran
LP 890-9 b,1.32,13.2,396.0,0.01875,2850.0,0.1556,0.118,LP 890-9 b,0,0.55915608,0,0,409.4255,Terran
Kepler-260 c,1.74,3.68,372.0,0.332,5250.0,0.862,1.013,Kepler-260 c,0,0.42953897,0,0,473.53979,Superterran
Kepler-140 c,1.8,3.89,428.0,0.414,6077.0,1.288,1.044,Kepler-140 c,0,0.38294512,0,0,516.62492,Superterran
Kepler-85 c,1.978,2.15,706.0,0.10363,5505.2,0.875,0.928,Kepler-85 c,0,0.26728734,0,0,802.4367,Superterran
TOI-1260 b,2.41,8.56,871.0,0.0367,4227.0,0.672,0.679,TOI-1260 b,0,0.24829987,0,0,900.20721,Superterran
Kepler-1203 b,1.06,1.2,1188.0,0.0114,4105.0,0.61,0.64,Kepler-1203 b,0,0.29390477,0,0,1648.0603,Terran
GJ 1002 b,1.03,1.08,230.9,0.0457,3024.0,0.137,0.12,GJ 1002 b,1,0.86151546,1,1,260.59581,Terran
Kepler-1182 b,2.41,6.39,796.0,0.0981,5924.0,1.05,1.04,Kepler-1182 b,0,0.24176197,0,0,1064.3661,Superterran
Kepler-513 b,2.2,5.48,623.0,0.1779,5849.0,1.06,1.02,Kepler-513 b,0,0.27910757,0,0,711.82027,Superterran
Kepler-1329 b,2.17,5.35,577.0,0.0747,4500.0,0.69,0.72,Kepler-1329 b,0,0.28839783,0,0,675.32872,Superterran
K2-61 b,1.92,4.35,1325.0,0.0392,5748.0,0.995,0.97,K2-61 b,0,0.23366883,0,0,1440.5638,Superterran
Kepler-825 c,1.84,4.04,981.0,0.0759,5976.0,1.08,1.03,Kepler-825 c,0,0.26851032,0,0,1118.9344,Superterran
Kepler-382 b,1.32,2.3,1166.0,0.055,5600.0,0.945,1.002,Kepler-382 b,0,0.28921987,0,0,1334.2714,Terran
Kepler-1191 b,1.51,2.89,952.0,0.0587,5308.0,0.81,0.85,Kepler-1191 b,0,0.28643159,0,0,1042.573,Terran
Kepler-1891 b,1.52139156,2.93,1017.0,0.0473,5516.0,0.827,0.873,Kepler-1891 b,0,0.28320419,0,0,1158.097,Terran
Kepler-1456 b,1.14,1.55,433.0,0.1132,4231.0,0.62,0.64,Kepler-1456 b,0,0.43805432,0,0,492.89261,Terran
Kepler-529 b,1.86,4.12,1662.0,0.0309,6087.0,1.14,1.07,Kepler-529 b,0,0.26241896,0,0,1843.7256,Superterran
Kepler-136 b,2.05,19.8,951.0,0.106,6165.0,1.355,1.204,Kepler-136 b,0,0.25726895,0,0,1156.1724,Superterran
Kepler-775 b,1.19,1.81,1612.0,0.01834,5468.0,0.84,0.92,Kepler-775 b,0,0.29114756,0,0,1804.0755,Terran
Kepler-357 b,1.84,4.04,793.0,0.063,5036.0,0.834,0.794,Kepler-357 b,0,0.2816806,0,0,832.25276,Superterran
Kepler-23 d,2.206,4.44,896.0,0.12012,5828.0,1.548,1.078,Kepler-23 d,0,0.25287101,0,0,1026.9296,Superterran
Kepler-1324 b,1.51,2.89,895.0,0.0466,4776.0,0.73,0.78,Kepler-1324 b,0,0.29246945,0,0,904.65411,Terran
Kepler-110 b,1.83,4.01,1008.0,0.107,5960.0,1.149,0.989,Kepler-110 b,0,0.27128475,0,0,1030.9406,Superterran
K2-325 b,2.2,5.48,423.0,0.0419,3287.0,0.298,0.274,K2-325 b,0,0.45576349,0,0,432.33312,Superterran
Kepler-716 c,1.39281536,2.52,992.0,0.04548,5012.0,0.742183,0.83,Kepler-716 c,0,0.29278039,0,0,1003.5675,Terran
Kepler-1850 b,0.72909663,0.313,1008.0,0.0206,4239.0,0.6,0.611,Kepler-1850 b,0,0.28807761,0,0,1257.4534,Subterran
K2-38 b,1.54,7.3,1266.0,0.04994,5731.0,1.06,1.03,K2-38 b,0,0.27485586,0,0,1309.3689,Superterran
K2-38 c,2.29,8.3,916.0,0.09514,5731.0,1.06,1.03,K2-38 c,0,0.24198474,0,0,948.56057,Superterran
Kepler-1365 b,0.92,0.721,969.0,0.07839,5770.0,1.05,1.0,Kepler-1365 b,0,0.29526055,0,0,1341.6675,Terran
Kepler-341 d,1.85,4.08,622.0,0.182,6012.0,1.024,0.976,Kepler-341 d,0,0.29474682,0,0,725.50403,Superterran
GJ 393 b,1.17,1.71,485.0,0.05402,3579.0,0.426,0.426,GJ 393 b,0,0.42881937,0,0,501.0698,Terran
Kepler-1933 b,1.17984089,1.76,1058.0,0.05605,5661.0,1.008,0.964,Kepler-1933 b,0,0.29625688,0,0,1136.172,Terran
Kepler-23 b,1.638,2.56,1157.0,0.07212,5828.0,1.548,1.078,Kepler-23 b,0,0.2629103,0,0,1293.5913,Superterran
TOI-700 e,0.953,0.818,272.9,0.134,3459.0,0.421,0.415,TOI-700 e,1,0.91203186,0,1,305.68811,Terran
Kepler-1331 b,1.05,1.16,1244.0,0.0142,4508.0,0.69,0.72,Kepler-1331 b,0,0.29499103,0,0,1430.6432,Terran
Kepler-1246 b,1.36,2.42,554.0,0.0848,4611.0,0.69,0.73,Kepler-1246 b,0,0.33630461,0,0,650.09615,Terran
Kepler-287 b,2.33,83.0,667.0,0.145,5806.0,1.032,0.963,Kepler-287 b,0,0.27498065,0,0,699.42559,Superterran
K2-155 b,1.8,3.89,708.0,0.0562,4258.0,0.58,0.65,K2-155 b,0,0.33337848,0,0,598.14622,Superterran
TOI-1695 b,1.9,6.36,698.0,0.033548,3690.0,0.515,0.513,TOI-1695 b,0,0.29288865,0,0,720.00609,Superterran
K2-155 d,1.9,4.27,381.0,0.1937,4258.0,0.58,0.65,K2-155 d,0,0.72989462,0,0,322.189,Superterran
Kepler-1443 b,0.97,0.871,1602.0,0.03783,6289.0,1.27,1.19,Kepler-1443 b,0,0.29333726,0,0,2071.341,Terran
Kepler-138 e,0.797,0.43,292.0,0.1803,3841.0,0.535,0.535,Kepler-138 e,0,0.79424968,0,0,329.29568,Subterran
GJ 1002 c,1.1,1.36,181.7,0.0738,3024.0,0.137,0.12,GJ 1002 c,1,0.58171525,1,1,205.06774,Terran
Kepler-138 c,1.51,2.3,410.0,0.0913,3841.0,0.535,0.535,Kepler-138 c,0,0.45682631,0,0,463.108,Terran
Kepler-1644 b,1.88,4.19,606.0,0.142,5499.0,0.86,0.89,Kepler-1644 b,0,0.30380338,0,0,674.57672,Superterran
Kepler-1249 b,2.38,6.26,647.0,0.167,6202.0,1.28,1.19,Kepler-1249 b,0,0.24969638,0,0,900.67329,Superterran
HD 191939 d,2.995,2.8,540.0,0.2132,5348.0,0.94,0.81,HD 191939 d,0,0.29106771,0,0,559.44298,Terran
TOI-700 b,0.914,0.704,417.0,0.0677,3459.0,0.421,0.415,TOI-700 b,0,0.52704018,0,0,430.00972,Terran
TOI-700 d,1.073,1.25,268.8,0.1633,3459.0,0.421,0.415,TOI-700 d,1,0.94117592,1,1,276.93926,Terran
Kepler-792 b,1.96,4.5,852.0,0.0988,5971.0,1.12,1.09,Kepler-792 b,0,0.2635817,0,0,1071.6354,Superterran
Kepler-1254 c,1.3,2.24,927.0,0.0422,4985.0,0.75,0.78,Kepler-1254 c,0,0.29616223,0,0,1007.5562,Terran
Kepler-1238 b,1.93,4.38,1389.0,0.0541,6386.0,1.48,1.3,Kepler-1238 b,0,0.25915582,0,0,1731.1189,Superterran
Kepler-933 b,2.46,6.62,602.0,0.1041,5346.0,0.84,0.87,Kepler-933 b,0,0.2550134,0,0,789.67821,Superterran
Kepler-1240 b,1.15,1.6,1121.0,0.05791,5682.0,0.96,0.98,Kepler-1240 b,0,0.29378874,0,0,1385.9512,Terran
Kepler-1605 b,1.08,1.28,528.0,0.36567,5280.0,0.82,0.86,Kepler-1605 b,0,0.36855763,0,0,588.81125,Terran
Kepler-1119 b,1.92,4.35,938.0,0.0812,6083.0,1.17,1.11,Kepler-1119 b,0,0.26152463,0,0,1335.5111,Superterran
Kepler-49 d,1.6,235.982,717.0,0.031,4252.0,0.559,0.549,Kepler-49 d,0,0.29197264,0,0,852.10806,Terran
Kepler-1465 b,1.77,3.78,668.0,0.1939,4726.0,0.71,0.75,Kepler-1465 b,0,0.46000402,0,0,448.88657,Superterran
TOI-2096 c,1.914,4.32,349.0,0.04,3300.0,0.235,0.231,TOI-2096 c,0,0.53629532,0,0,398.67901,Superterran
TOI-2096 b,1.243,2.08,445.0,0.025,3300.0,0.235,0.231,TOI-2096 b,0,0.42155151,0,0,503.89622,Terran
Kepler-1179 b,1.32,2.3,1137.0,0.03497,5212.0,0.81,0.84,Kepler-1179 b,0,0.29084485,0,0,1197.8087,Terran
Kepler-1544 b,1.78,3.82,269.0,0.54465,4886.0,0.74,0.81,Kepler-1544 b,2,0.79266351,1,1,275.66766,Superterran
Kepler-868 b,2.05,4.86,1047.0,0.0575,5614.0,0.89,0.93,Kepler-868 b,0,0.25593283,0,0,1247.6466,Superterran
Kepler-381 d,1.0667865,1.23,1387.0,0.08364,6197.0,2.188,1.198,Kepler-381 d,0,0.29564193,0,0,1326.5269,Terran
Kepler-1806 b,2.35560189,6.15,729.0,0.0813,5311.0,0.788,0.884,Kepler-1806 b,0,0.26047444,0,0,785.47117,Superterran
Kepler-1570 b,1.07,1.24,836.0,0.16699,5550.0,0.89,0.92,Kepler-1570 b,0,0.30961893,0,0,864.42655,Terran
Kepler-1759 b,0.9037791,0.676,954.0,0.0429,5017.0,0.797,0.76,Kepler-1759 b,0,0.30143471,0,0,1004.4929,Terran
Kepler-225 c,1.84,4.04,412.0,0.111,3682.0,0.48,0.593,Kepler-225 c,0,0.4085451,0,0,486.70301,Superterran
Kepler-833 b,2.02,4.74,382.0,0.1139,4339.0,0.62,0.64,Kepler-833 b,0,0.3526476,0,0,540.02474,Superterran
Kepler-321 b,1.77,3.78,1042.0,0.057,5740.0,1.194,1.024,Kepler-321 b,0,0.27057506,0,0,1199.4664,Superterran
Kepler-973 b,1.96,4.5,402.0,0.2489,5213.0,0.78,0.86,Kepler-973 b,0,0.41824445,0,0,471.26128,Superterran
Kepler-243 b,2.45,6.57,850.0,0.062,5228.0,0.842,0.904,Kepler-243 b,0,0.24468596,0,0,932.13685,Superterran
Kepler-308 b,2.12,5.14,833.0,0.09,5895.0,0.941,0.92,Kepler-308 b,0,0.26263168,0,0,897.02442,Superterran
Kepler-776 b,1.28,2.18,904.0,0.0523,5071.0,0.78,0.83,Kepler-776 b,0,0.29800379,0,0,978.19328,Terran
Kepler-1226 b,1.45,2.7,809.0,0.13945,5923.0,1.02,1.02,Kepler-1226 b,0,0.29224377,0,0,958.8407,Terran
Kepler-1048 b,1.61,3.22,619.0,0.059,4651.0,0.7,0.75,Kepler-1048 b,0,0.28601661,0,0,935.94325,Superterran
Kepler-1260 b,1.77,3.78,823.0,0.1444,5961.0,1.08,1.06,Kepler-1260 b,0,0.27448804,0,0,1024.8066,Superterran
K2-141 b,1.51,4.97,2103.0,0.00747,4570.0,0.681,0.708,K2-141 b,0,0.27887912,0,0,2161.5497,Terran
Kepler-367 c,1.2,1.87,357.0,0.253,4710.0,0.695,0.768,Kepler-367 c,0,0.58415034,0,0,400.97312,Terran
Kepler-176 e,1.45,0.52075,398.0,0.25654,5295.0,0.83,0.87,Kepler-176 e,0,0.46938016,0,0,456.53838,Terran
Kepler-1756 b,1.47199944,2.77,1093.0,0.0319,4915.0,0.812,0.781,Kepler-1756 b,0,0.28417408,0,0,1236.745,Terran
Kepler-20 e,0.821,0.76,1004.0,0.0637,5495.0,0.9164,0.929,Kepler-20 e,0,0.29775091,0,0,1036.0377,Terran
Kepler-102 e,2.17,4.7,590.0,0.1162,4909.0,0.724,0.803,Kepler-102 e,0,0.31095415,0,0,602.70806,Superterran
Kepler-107 d,0.86,7.7,1173.0,0.08377,5854.0,1.447,1.238,Kepler-107 d,0,0.29513441,0,0,1224.7622,Terran
Kepler-1960 b,1.30749704,2.26,1547.0,0.0354,6371.0,1.072,1.117,Kepler-1960 b,0,0.28760043,0,0,1787.203,Terran
Kepler-1007 b,1.44,2.67,652.0,0.048,4587.0,0.7,0.73,Kepler-1007 b,0,0.29324395,0,0,946.90171,Terran
Kepler-659 b,2.5,6.8,513.0,0.1204,4870.0,0.74,0.79,Kepler-659 b,0,0.29054674,0,0,612.50872,Superterran
Kepler-1290 b,1.42,2.6,1098.0,0.0557,5660.0,0.93,0.95,Kepler-1290 b,0,0.28600079,0,0,1268.3757,Terran
Kepler-1244 b,1.35,2.39,1839.0,0.0502,6680.0,1.77,1.46,Kepler-1244 b,0,0.28542111,0,0,2325.8069,Terran
Kepler-374 b,1.03,1.08,1761.0,0.029,5977.0,0.911,1.033,Kepler-374 b,0,0.29344853,0,0,1978.0011,Terran
K2-12 b,2.44,5.2,1026.0,0.0792,5672.0,1.117,0.965,K2-12 b,0,0.23941186,0,0,1047.7745,Superterran
Kepler-78 b,1.201,1.68,2223.0,0.00901,5058.0,0.7475,0.779,Kepler-78 b,0,0.2903106,0,0,2275.4281,Terran
Kepler-1420 b,1.28,2.18,806.0,0.0671,5187.0,0.79,0.82,Kepler-1420 b,0,0.29827988,0,0,971.77173,Terran
K2-136 d,1.565,3.0,420.0,0.1538,4500.0,0.677,0.742,K2-136 d,0,0.44553947,0,0,468.87852,Terran
K2-415 b,1.015,7.5,412.4,0.027,3173.0,0.1965,0.1635,K2-415 b,0,0.5362145,0,0,426.08244,Terran
TOI-733 b,1.992,5.72,1055.8,0.0618,5585.0,0.949,0.956,TOI-733 b,0,0.26125275,0,0,1101.2193,Superterran
HD 15337 c,2.526,6.792,656.1,0.1235,5131.0,0.855,0.829,HD 15337 c,0,0.278591,0,0,669.57309,Superterran
HD 80653 b,1.613,5.72,2463.0,0.01661,5959.0,1.22,1.18,HD 80653 b,0,0.27391442,0,0,2562.9534,Superterran
HD 3167 b,1.67,4.97,1774.0,0.01796,5261.0,0.88,0.837,HD 3167 b,0,0.27179353,0,0,1837.6904,Superterran
HD 3167 d,1.92,4.33,859.5,0.0763,5261.0,0.88,0.837,HD 3167 d,0,0.27297478,0,0,890.78087,Superterran
Kepler-1025 b,1.98,4.58,1654.0,0.21607,6089.0,1.13,1.09,Kepler-1025 b,0,0.32854943,0,0,586.87064,Superterran
Kepler-68 b,2.357,8.03,1275.0,0.06135,5847.0,1.2564,1.057,Kepler-68 b,0,0.24018701,0,0,1326.0134,Superterran
Kepler-997 b,1.36,2.42,1709.0,0.04022,6150.0,1.56,1.22,Kepler-997 b,0,0.28541652,0,0,1921.0128,Terran
K2-117 b,2.03,4.78,868.0,0.0189,3778.0,0.51,0.54,K2-117 b,0,0.26392043,0,0,957.95875,Superterran
Kepler-1170 b,2.41,6.39,705.0,0.088,5069.0,0.76,0.8,Kepler-1170 b,0,0.25644909,0,0,798.33319,Superterran
Kepler-392 b,1.0,0.972,1125.0,0.059,5938.0,1.129,0.874,Kepler-392 b,0,0.29602836,0,0,1325.1026,Terran
K2-188 b,1.35,2.39,1692.0,0.0289,5977.0,1.19,1.06,K2-188 b,0,0.2858581,0,0,1881.3803,Terran
Kepler-194 b,1.51,2.89,1648.0,0.032,6089.0,1.025,0.94,Kepler-194 b,0,0.27972852,0,0,1648.544,Terran
Kepler-157 d,1.46,2.73,969.0,0.0706,5866.0,1.03,1.02,Kepler-157 d,0,0.28610717,0,0,1147.4871,Terran
Kepler-323 c,1.57,6.8,1431.0,0.0458,6004.0,1.12,1.015,Kepler-323 c,0,0.27774365,0,0,1465.5385,Terran
Kepler-236 c,2.0,4.66,329.0,0.132,3750.0,0.51,0.596005,Kepler-236 c,0,0.54878124,0,0,390.29102,Superterran
Kepler-157 c,2.24,5.65,779.0,0.11,5774.0,1.044,0.95,Kepler-157 c,0,0.25569491,0,0,914.06942,Superterran
Kepler-947 b,2.28,5.82,573.0,0.1773,5508.0,0.87,0.9,Kepler-947 b,0,0.27007107,0,0,741.4317,Superterran
Kepler-758 e,1.53,2.96,1144.0,0.0829,6228.0,1.42,1.16,Kepler-758 e,0,0.2798733,0,0,1419.8442,Terran
Kepler-1907 c,1.15547044,1.63,620.0,0.10371,5159.0,0.8,0.752,Kepler-1907 c,0,0.35671163,0,0,612.02531,Terran
Kepler-934 b,2.09,5.02,384.0,0.2658,5001.0,0.77,0.81,Kepler-934 b,0,0.47727706,0,0,423.78739,Superterran
Kepler-102 c,0.567,1.7,777.0,0.06702,4909.0,0.724,0.803,Kepler-102 c,0,0.28936059,0,0,793.56573,Terran
Kepler-102 b,0.46,1.1,857.0,0.05521,4909.0,0.724,0.803,Kepler-102 b,0,0.26131397,0,0,874.26781,Terran
Kepler-1521 b,2.5,6.8,391.0,0.23476,5042.0,0.76,0.81,Kepler-1521 b,0,0.43876294,0,0,430.73732,Superterran
Kepler-189 c,2.38,22.7,544.0,0.137,5235.0,0.75,0.803,Kepler-189 c,0,0.3012085,0,0,600.57222,Superterran
Kepler-107 c,1.597,10.0,1378.0,0.06064,5854.0,1.447,1.238,Kepler-107 c,0,0.27663158,0,0,1440.0312,Terran
Kepler-1468 c,1.15,1.6,1448.0,0.0466,5893.0,1.05,1.04,Kepler-1468 c,0,0.29207587,0,0,1809.1833,Terran
Kepler-1371 b,0.73,0.315,1015.0,0.04214,5361.0,0.83,0.87,Kepler-1371 b,0,0.28772951,0,0,1294.8792,Subterran
Kepler-202 c,1.85,4.08,505.0,0.113,4668.0,0.667,0.683,Kepler-202 c,0,0.3330147,0,0,592.77011,Superterran
Kepler-271 b,1.23,2.04,759.0,0.08784,5555.0,0.87,0.9,Kepler-271 b,0,0.30842235,0,0,837.89108,Terran
Kepler-20 f,0.952,1.4,681.0,0.1387,5495.0,0.9164,0.929,Kepler-20 f,0,0.33119244,0,0,702.09663,Terran
Kepler-102 f,0.861,4.3,495.0,0.1656,4909.0,0.724,0.803,Kepler-102 f,0,0.42449705,0,0,504.80448,Terran
