pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbeccen,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,P_NAME,P_HABITABLE,P_ESI,P_HABZONE_CON,P_HABZONE_OPT,P_TEMP_SURF,P_TYPE
K2-38 c,2.29,8.3,916.0,10.56103,0.161,0.09514,117.0,5731.0,1.06,1.03,0.26,K2-38 c,0,0.24198474,0,0,948.56057,Superterran
Kepler-638 b,1.83,4.01,1111.0,6.07972888,0.0,0.06695,872.567,5382.0,0.93,0.88,0.04,Kepler-638 b,0,0.26469928,0,0,1554.415,Superterran
Kepler-1589 b,1.09,1.32,2102.0,0.991665274,0.0,0.0205,5228.785,6166.0,1.25,1.18,0.08,Kepler-1589 b,0,0.29251624,0,0,2428.279,Terran
Kepler-215 b,1.62,3.26,784.0,9.360672,0.0,0.084,105.073,5739.0,1.027,0.788,-0.4425,Kepler-215 b,0,0.28595448,0,0,927.97415,Superterran
Kepler-1939 b,1.16480773,1.68,816.0,2.790659904,0.0,0.0334,104.74,4353.0,0.603,0.648,-0.18,Kepler-1939 b,0,0.30088024,0,0,988.67212,Terran
Kepler-975 b,1.48,2.79,1599.0,1.970342457,0.0,0.02898,328.698,4897.0,0.75,0.8,0.07,Kepler-975 b,0,0.28390171,0,0,1230.8474,Terran
HD 260655 b,1.24,2.14,709.0,2.76953,0.039,0.02933,42.2,3803.0,0.439,0.439,-0.43,HD 260655 b,0,0.32135851,0,0,733.20968,Terran
TOI-451 b,1.84,4.7,1474.0,1.8587033,0.0,0.0274,786.0,5490.0,0.85,0.93,0.02,TOI-451 b,0,0.26079353,0,0,1533.8479,Superterran
Kepler-417 c,2.69,7.7,616.0,15.943,0.0,0.1194,30.968,5177.0,0.806,0.9,-0.204,Kepler-417 c,0,0.267515,0,0,657.16338,Superterran
Kepler-253 b,1.63,3.29,949.0,3.783986,0.0,0.046,194.346,5208.0,0.786,0.86,0.15,Kepler-253 b,0,0.27994487,0,0,1073.4865,Superterran
Kepler-316 b,1.06,1.2,837.0,2.240508,0.0,0.027,164.776,4204.0,0.52,0.587,-0.23,Kepler-316 b,0,0.30143092,0,0,1021.5124,Terran
Kepler-228 b,1.53,2.96,1360.0,2.566546,0.0,0.038,863.776,6043.0,1.014,1.006,0.18,Kepler-228 b,0,0.27909047,0,0,1573.1992,Terran
Kepler-1367 b,0.92,0.721,998.0,1.574090272,0.0,0.0236,225.233,4106.0,0.6,0.62,-0.06,Kepler-1367 b,0,0.29857504,0,0,1112.2938,Terran
Kepler-1039 b,1.46,2.73,2080.0,0.934884242,0.0,0.01714,668.128,4870.0,0.74,0.79,0.01,Kepler-1039 b,0,0.28273128,0,0,1459.7101,Terran
K2-38 b,1.54,7.3,1266.0,4.01593,0.197,0.04994,426.0,5731.0,1.06,1.03,0.26,K2-38 b,0,0.27485586,0,0,1309.3689,Superterran
Kepler-479 b,2.12,5.14,649.0,12.49341307,0.0,0.09636,37.753,5247.0,0.81,0.86,-0.02,Kepler-479 b,0,0.2815093,0,0,721.07814,Superterran
Kepler-1038 c,1.4162338,2.59,784.0,7.127659798,0.0,0.0692,89.24,5159.0,0.821,0.868,0.16,Kepler-1038 c,0,0.29767511,0,0,887.91721,Terran
TRAPPIST-1 h,0.755,0.326,171.7,18.772866,0.00567,0.06189,0.144,2566.0,0.1192,0.0898,0.052,TRAPPIST-1 h,0,0.46227141,0,0,177.36356,Subterran
K2-199 b,1.73,6.9,913.0,3.2253993,0.02,0.0382,116.2,4491.0,0.682,0.711,-0.01,K2-199 b,0,0.27873821,0,0,965.23482,Superterran
Kepler-265 d,2.49,6.76,554.0,43.130617,0.0,0.236,18.941,5835.0,1.103,0.97,-0.11,Kepler-265 d,0,0.29842142,0,0,593.90847,Superterran
Kepler-524 c,0.96,0.84,1574.0,1.88897906,0.0,0.03046,2959.338,6014.0,1.1,1.09,0.02,Kepler-524 c,0,0.29321824,0,0,2127.9147,Terran
Kepler-1297 b,0.97,0.871,1790.0,1.68189002,0.0,0.0283,2760.593,5818.0,0.99,0.99,-0.04,Kepler-1297 b,0,0.293376,0,0,2034.8495,Terran
Kepler-617 b,1.32,2.3,750.0,1.682696148,0.0,0.0219,100.295,3712.0,0.48,0.51,-0.07,Kepler-617 b,0,0.2996277,0,0,917.17765,Terran
Kepler-1401 b,1.68,3.46,808.0,11.20066445,0.0,0.0975,100.91,5964.0,1.1,1.07,0.04,Kepler-1401 b,0,0.27985821,0,0,998.67278,Superterran
Kepler-81 d,1.21,1.92,418.0,20.837846,0.0,0.128,7.507,4500.0,0.595,0.648,-0.18,Kepler-81 d,0,0.44802916,0,0,482.02608,Terran
Kepler-11 b,1.8,1.9,849.0,10.3039,0.045,0.091,146.36,5663.0,1.065,0.961,0.05,Kepler-11 b,0,0.27307392,0,0,1021.7622,Terran
Kepler-529 c,2.0,4.66,891.0,12.8345022,0.0,0.1075,149.42,6087.0,1.14,1.07,-0.1,Kepler-529 c,0,0.26419471,0,0,988.48774,Superterran
Kepler-339 d,1.17,14.7,796.0,10.558345,0.0,0.091,58.651,5631.0,0.802,0.87,0.033,Kepler-339 d,0,0.31432558,0,0,796.44323,Terran
Kepler-1508 b,1.33,2.33,967.0,20.7056504,0.0,0.1629,116.145,6158.0,1.22,1.14,0.01,Kepler-1508 b,0,0.29654282,0,0,970.9905,Terran
Kepler-444 d,0.53,0.2,783.0,6.189392,0.18,0.06,109.638,5046.0,0.752,0.758,-0.55,Kepler-444 d,0,0.27289029,0,0,917.72544,Subterran
Kepler-304 c,2.17,5.35,746.0,5.315946,0.0,0.054,73.598,4731.0,0.687,0.737,0.03,Kepler-304 c,0,0.26377006,0,0,845.72397,Superterran
Kepler-192 d,1.02,1.04,926.0,6.47027579,0.0,0.0686,186.076,5487.0,0.94,0.94,0.13,Kepler-192 d,0,0.30065053,0,0,1054.4774,Terran
Kepler-167 d,1.238,2.06,538.0,21.80379,0.0,0.1404,14.489,4884.0,0.749,0.777,0.02,Kepler-167 d,0,0.37860821,0,0,562.9787,Terran
Kepler-654 b,2.07,4.94,831.0,13.72465129,0.0,0.11664,229.311,5865.0,1.11,1.04,0.04,Kepler-654 b,0,0.25688881,0,0,1123.5526,Superterran
K2-19 d,1.044,6.2,1258.0,2.50827,0.44,0.03478,404.0,5350.0,0.824,0.892,0.03,K2-19 d,0,0.29529813,0,0,1301.3565,Terran
Kepler-249 c,1.51,2.89,429.0,7.113702,0.0,0.058,12.529,3568.0,0.482,0.510238,-0.34,Kepler-249 c,0,0.4097103,0,0,505.19789,Terran
Kepler-1346 b,1.58,3.12,1236.0,3.40165668,0.0,0.044,545.575,6133.0,1.21,1.14,0.04,Kepler-1346 b,0,0.27796093,0,0,1365.2091,Terran
Kepler-672 b,2.5,6.8,529.0,38.3774623,0.0,0.2163,16.36,5627.0,0.92,0.95,-0.01,Kepler-672 b,0,0.30417664,0,0,579.95896,Superterran
Kepler-1610 c,2.09,5.02,433.0,44.9851885,0.0,0.2323,8.34,5295.0,0.8,0.825,-0.1,Kepler-1610 c,0,0.43428839,0,0,452.01299,Superterran
Kepler-783 c,2.33153725,6.04,840.0,7.05395,0.0,0.06903,113.3,5411.49,0.872088,0.94,-0.03,Kepler-783 c,0,0.24884932,0,0,963.04697,Superterran
GJ 367 b,0.699,0.633,1365.0,0.3219225,0.06,0.00709,579.0,3522.0,0.458,0.455,-0.01,GJ 367 b,0,0.28429496,0,0,1408.4927,Terran
Kepler-1560 b,0.89,0.64,1269.0,3.03195744,0.0,0.04175,593.919,5815.0,1.02,1.02,0.04,Kepler-1560 b,0,0.29409889,0,0,1415.8925,Terran
Kepler-771 b,1.82,3.97,890.0,8.73485836,0.0,0.0843,339.296,5906.0,1.05,1.03,0.01,Kepler-771 b,0,0.26785268,0,0,1215.5189,Superterran
Kepler-401 d,2.27,5.77,380.0,184.256405,0.0,0.66886,8.485,6184.0,1.29,1.17,0.02,Kepler-401 d,0,0.37503964,0,0,494.1612,Superterran
KOI-3503 b,1.19,9.2,785.0,21.185,0.0,0.14247,90.2,6001.0,1.255,0.858,-0.5428,KOI-3503 b,0,0.30516906,0,0,894.23535,Terran
Kepler-864 b,2.4,6.35,1143.0,5.83376092,0.0,0.0687,464.765,5754.0,1.0,1.0,0.04,Kepler-864 b,0,0.2391045,0,0,1237.2206,Superterran
Kepler-1812 b,2.3249424,6.01,1034.0,7.165219784,0.0,0.0765,270.34,6174.0,1.103,1.162,0.1,Kepler-1812 b,0,0.24283783,0,0,1222.0664,Superterran
Kepler-1952 b,1.23923346,2.07,725.0,27.21080017,0.0,0.1724,65.27,5973.0,1.305,0.922,-0.34,Kepler-1952 b,0,0.3099381,0,0,819.23197,Terran
Kepler-1161 b,2.13,5.18,485.0,10.71252541,0.0,0.0784,26.229,4253.0,0.57,0.59,-0.35,Kepler-1161 b,0,0.28389141,0,0,705.53326,Superterran
Kepler-1833 b,1.30027362,2.24,1177.0,6.892129898,0.0,0.07545,439.2,6164.0,1.446,1.286,0.38,Kepler-1833 b,0,0.28994441,0,0,1332.4421,Terran
Kepler-1123 b,1.67,3.43,1061.0,4.33946454,0.0,0.0497,190.016,5500.0,0.9,0.93,0.05,Kepler-1123 b,0,0.27761877,0,0,1088.9234,Superterran
Kepler-1002 b,1.71,3.57,1453.0,4.336429331,0.0,0.0564,981.68,6144.0,1.57,1.22,0.04,Kepler-1002 b,0,0.27039951,0,0,1616.3521,Superterran
Kepler-400 b,1.65,3.36,939.0,9.024389,0.0,0.087,183.39,5886.0,1.145,1.08,0.0844,Kepler-400 b,0,0.27921771,0,0,1064.5496,Superterran
Kepler-241 b,2.33,6.04,562.0,12.718092,0.0,0.094,23.6,4699.0,0.668,0.671,0.031,Kepler-241 b,0,0.28368063,0,0,661.62452,Superterran
Kepler-1163 b,1.03,1.08,1211.0,6.11786898,0.0,0.06868,511.757,6302.0,1.35,1.22,0.02,Kepler-1163 b,0,0.29547693,0,0,1380.6393,Terran
Kepler-942 b,2.13,5.18,379.0,44.96417488,0.0,0.22737,4.957,4861.0,0.75,0.81,0.09,Kepler-942 b,0,0.46657591,0,0,428.54902,Superterran
Kepler-786 b,2.43,6.48,348.0,53.5293487,0.0,0.25483,3.658,4838.0,0.74,0.81,0.09,Kepler-786 b,0,0.48228384,0,0,407.4514,Superterran
Kepler-1751 b,1.82417378,3.98,984.0,7.017310143,0.0,0.0712,221.46,6052.0,0.967,0.974,-0.26,Kepler-1751 b,0,0.26971013,0,0,1100.742,Superterran
Kepler-1954 b,1.80235934,3.9,949.0,5.883430004,0.0,0.0625,192.09,5840.0,0.849,0.942,-0.24,Kepler-1954 b,0,0.26926891,0,0,1180.9609,Superterran
Kepler-102 b,0.46,1.1,857.0,5.286965,0.1,0.05521,90.0,4909.0,0.724,0.803,0.11,Kepler-102 b,0,0.26131397,0,0,874.26781,Terran
Kepler-1272 b,2.37,6.21,542.0,51.1309704,0.0,0.2705,34.433,5926.0,1.09,1.06,0.06,Kepler-1272 b,0,0.27617091,0,0,684.45025,Superterran
Kepler-1480 b,1.67,3.43,721.0,22.12679948,0.0,0.1525,16.317,5156.0,0.81,0.85,0.07,Kepler-1480 b,0,0.3548187,0,0,568.90611,Superterran
Kepler-160 b,1.715,3.59,1134.0,4.309397,0.0,0.05511,396.619,5471.0,1.118,1.003,0.2,Kepler-160 b,0,0.27288613,0,0,1228.3166,Superterran
Kepler-197 e,0.91,0.693,691.0,25.209715,0.38,0.164,57.941,6004.0,1.12,0.857,-0.441,Kepler-197 e,0,0.31287736,0,0,799.69283,Terran
Kepler-1062 b,1.76,3.75,583.0,9.30412078,0.0,0.0748,33.76,4597.0,0.7,0.75,0.11,Kepler-1062 b,0,0.30222624,0,0,710.35382,Superterran
Kepler-269 c,1.69,3.5,875.0,8.127899,0.0,0.081,342.6,5847.0,0.959,0.92,0.4,Kepler-269 c,0,0.27384188,0,0,1249.3468,Superterran
Kepler-1542 d,0.87,0.59,1010.0,5.99273738,0.0,0.0629,297.806,5564.0,0.99,0.94,0.06,Kepler-1542 d,0,0.29596655,0,0,1191.4257,Terran
Kepler-352 c,1.24,2.07,591.0,16.332995,0.0,0.118,26.373,5212.0,0.781,0.798,-0.11,Kepler-352 c,0,0.3398446,0,0,653.10727,Terran
Kepler-370 c,1.91,4.31,647.0,19.02293,0.0,0.14,54.197,5852.0,0.9,0.982,0.1323,Kepler-370 c,0,0.28467797,0,0,771.54543,Superterran
Kepler-1980 b,2.21,5.52,564.0,33.0257179,0.0,0.2049,23.95,5819.0,0.99,1.049,0.14,Kepler-1980 b,0,0.27658144,0,0,723.02704,Superterran
Kepler-1963 b,0.74437023,0.337,1448.0,1.962260008,0.0,0.02915,612.3,5726.0,0.979,0.915,-0.1,Kepler-1963 b,0,0.287568,0,0,1435.7122,Subterran
Kepler-386 b,1.39,2.51,651.0,12.31043,0.0,0.096,43.262,5178.0,0.767,0.825,0.07,Kepler-386 b,0,0.31524364,0,0,736.6987,Terran
Kepler-288 b,1.67,3.43,1197.0,6.097326,0.0,0.065,247.301,5918.0,1.091,0.842,-0.24,Kepler-288 b,0,0.27604446,0,0,1165.3834,Superterran
Kepler-317 b,2.09,109.8,976.0,5.524242,0.0,0.061,151.652,5497.0,0.941,0.865,0.13,Kepler-317 b,0,0.25814723,0,0,1033.3813,Superterran
Kepler-9 d,1.64,8.41466053,2026.0,1.592851,0.0,0.0273,1339.658,5777.0,1.02,1.07,0.12,Kepler-9 d,0,0.27335169,0,0,1778.6652,Superterran
Kepler-336 c,2.1,5.06,967.0,9.600001,0.0,0.092,206.91,5867.0,1.304,1.09,0.337,Kepler-336 c,0,0.25586389,0,0,1101.6195,Superterran
Kepler-1203 b,1.06,1.2,1188.0,0.588000765,0.0,0.0114,723.806,4105.0,0.61,0.64,0.01,Kepler-1203 b,0,0.29390477,0,0,1648.0603,Terran
HD 213885 b,1.745,8.83,2128.0,1.008035,0.0,0.02012,1882.94,5978.0,1.1011,1.068,-0.04,HD 213885 b,0,0.26771445,0,0,2197.1592,Superterran
Kepler-798 b,2.39,6.3,864.0,13.71933369,0.0,0.1174,141.888,6224.0,1.29,1.19,0.03,Kepler-798 b,0,0.24647593,0,0,954.09468,Superterran
Kepler-1804 b,1.59615726,3.18,913.0,12.28849983,0.0,0.1017,164.61,5109.0,1.671,0.929,0.1,Kepler-1804 b,0,0.31925672,0,0,671.83874,Terran
GJ 3473 b,1.264,1.86,773.0,1.1980035,0.0,0.01589,59.4,3347.0,0.364,0.36,0.11,GJ 3473 b,0,0.31135508,0,0,798.66301,Terran
Kepler-1862 b,2.203,5.49,645.0,16.05730057,0.0,0.1199,41.04,5644.0,0.806,0.9,-0.24,Kepler-1862 b,0,0.27507888,0,0,734.1181,Superterran
Kepler-674 b,1.69,3.5,822.0,2.243381847,0.0,0.028,146.511,4192.0,0.57,0.6,-0.27,Kepler-674 b,0,0.27861328,0,0,1019.9914,Superterran
Kepler-885 b,2.5,6.8,830.0,18.11472949,0.0,0.14403,124.646,6187.0,1.35,1.21,0.11,Kepler-885 b,0,0.24080321,0,0,966.50479,Superterran
Kepler-1240 b,1.15,1.6,1121.0,4.8663815,0.0,0.05791,539.129,5682.0,0.96,0.98,0.04,Kepler-1240 b,0,0.29378874,0,0,1385.9512,Terran
Kepler-568 b,2.26,5.73,429.0,11.02347475,0.0,0.0794,8.37,3768.0,0.53,0.55,0.11,Kepler-568 b,0,0.39555291,0,0,474.80498,Superterran
Kepler-1186 b,2.23,5.6,724.0,16.07677615,0.0,0.1281,85.385,5635.0,0.93,0.95,0.0,Kepler-1186 b,0,0.26177962,0,0,833.97101,Superterran
Kepler-989 b,2.21,5.52,805.0,7.964315352,0.0,0.0734,74.35,5074.0,0.78,0.82,0.01,Kepler-989 b,0,0.26307767,0,0,830.47677,Superterran
Kepler-1579 b,0.84,0.52,1139.0,0.849907889,0.0,0.014,396.64,4584.0,0.7,0.75,0.11,Kepler-1579 b,0,0.29262588,0,0,1415.3424,Terran
Kepler-437 b,2.14,5.22,308.0,66.65062,0.02,0.288,2.15,4551.0,0.68,0.707,0.0,Kepler-437 b,0,0.64247814,0,0,345.71516,Superterran
Kepler-326 c,1.4,17.4,889.0,4.580358,0.0,0.051,303.62,5105.0,0.801,0.91,0.2385,Kepler-326 c,0,0.28832809,0,0,1163.8324,Terran
Kepler-1303 b,1.42,2.6,891.0,7.56127224,0.0,0.0751,182.375,5771.0,1.0,1.01,0.04,Kepler-1303 b,0,0.29017208,0,0,1048.5896,Terran
Kepler-1867 b,1.15985997,1.65,768.0,9.887359619,0.0,0.0872,82.32,5693.0,0.816,0.911,-0.24,Kepler-1867 b,0,0.29740297,0,0,1105.1399,Terran
Kepler-354 c,1.31,2.27,508.0,16.934402,0.0,0.115,14.404,4648.0,0.674,0.652,-0.03,Kepler-354 c,0,0.37623851,0,0,562.44052,Terran
Kepler-298 d,2.5,6.8,277.0,77.473633,0.0,0.305,1.715,4465.0,0.582,0.66,-0.21,Kepler-298 d,0,0.61724947,0,0,341.60609,Superterran
K2-131 b,1.69,7.9,2223.0,0.3693038,0.0,0.00936,4070.0,5120.0,0.7595,0.803,-0.04,K2-131 b,0,0.27036319,0,0,2257.0314,Superterran
Kepler-312 b,1.29,2.21,1685.0,1.772419,0.0,0.031,4124.022,6115.0,1.467,1.314,0.15,Kepler-312 b,0,0.28758598,0,0,2305.3914,Terran
Kepler-1891 b,1.52139156,2.93,1017.0,4.02229023,0.0,0.0473,253.28,5516.0,0.827,0.873,-0.14,Kepler-1891 b,0,0.28320419,0,0,1158.097,Terran
Kepler-996 b,1.98,4.58,1272.0,3.770590584,0.0,0.0474,723.081,6014.0,1.14,1.09,0.03,Kepler-996 b,0,0.25736492,0,0,1518.9251,Superterran
Kepler-397 b,2.46,6.62,539.0,22.250949,0.0,0.144,20.01,5307.0,0.767,0.844,-0.24,Kepler-397 b,0,0.29324852,0,0,610.58239,Superterran
Kepler-370 b,1.59,3.15,1040.0,4.57953,0.0,0.054,361.514,5852.0,0.9,0.982,0.1323,Kepler-370 b,0,0.27873224,0,0,1242.3062,Terran
Kepler-1387 b,0.93,0.749,1123.0,2.279526656,0.0,0.031,300.312,5046.0,0.77,0.82,0.02,Kepler-1387 b,0,0.29734233,0,0,1183.7082,Terran
Kepler-770 d,1.4,2.54,1941.0,4.15244722,0.0,0.0616,209.752,5598.0,0.92,0.94,-0.01,Kepler-770 d,0,0.28779795,0,0,1195.7356,Terran
Kepler-968 b,2.0,4.66,745.0,3.692983728,0.0,0.0389,103.909,4598.0,0.7,0.76,0.13,Kepler-968 b,0,0.26629495,0,0,940.15773,Superterran
Kepler-658 b,1.63,3.29,871.0,1.287076762,0.0,0.0188,223.745,4103.0,0.6,0.63,-0.04,Kepler-658 b,0,0.27672979,0,0,1250.5371,Superterran
LTT 3780 c,2.39,8.04,359.0,12.252284,0.024,0.0757,2.76,3358.0,0.38,0.381,0.06,LTT 3780 c,0,0.55893576,0,0,373.39499,Superterran
Kepler-916 b,1.76,3.75,503.0,32.2968798,0.0,0.1885,14.683,5248.0,0.81,0.85,-0.05,Kepler-916 b,0,0.35222904,0,0,564.63766,Superterran
HD 108236 b,1.615,3.24,1099.0,3.795963,0.045,0.04527,312.1807,5660.0,0.877,0.869,-0.28,HD 108236 b,0,0.27757026,0,0,1240.1245,Superterran
Kepler-1509 b,1.85,4.08,667.0,25.4338197,0.0,0.1707,83.081,5780.0,0.99,1.0,0.03,Kepler-1509 b,0,0.27767549,0,0,876.11025,Superterran
