pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbeccen,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,P_NAME,P_HABITABLE,P_ESI,P_HABZONE_CON,P_HABZONE_OPT,P_TEMP_SURF,P_TYPE
Kepler-1432 b,2.22,5.56,709.0,23.9109011,0.0,0.1696,119.237,6031.0,1.13,1.09,0.02,Kepler-1432 b,0,0.25721529,0,0,904.61253,Superterran
Kepler-969 c,0.99,0.937,1270.0,1.682934604,0.0,0.0265,564.581,5214.0,0.82,0.92,0.22,Kepler-969 c,0,0.29544207,0,0,1394.4119,Terran
GJ 411 b,1.45,2.69,349.83,12.9394,0.063,0.07879,3.13,3719.0,0.3685,0.3899,-0.3621,GJ 411 b,0,0.61154459,0,0,382.89714,Terran
Kepler-1861 b,2.20677414,5.5,617.0,40.0306015,0.0,0.24082,31.5,5855.0,1.373,1.161,0.26,Kepler-1861 b,0,0.28171098,0,0,696.78257,Superterran
Kepler-779 b,0.92,0.721,425.0,7.09714223,0.0,0.0533,15.028,3804.0,0.44,0.46,-0.43,Kepler-779 b,0,0.35788008,0,0,612.4377,Terran
TOI-1749 c,2.12,14.0,673.0,4.4929,0.019,0.0443,36.1539,3985.0,0.55,0.58,-0.26,TOI-1749 c,0,0.28497638,0,0,702.60924,Superterran
Kepler-830 b,1.7,3.53,907.0,11.29695137,0.0,0.1033,160.18,6037.0,1.11,1.07,-0.02,Kepler-830 b,0,0.27933885,0,0,986.56422,Superterran
Kepler-1206 b,1.64,3.33,1314.0,1.216997663,0.0,0.0201,588.021,4877.0,0.75,0.8,0.07,Kepler-1206 b,0,0.27472235,0,0,1420.128,Superterran
Kepler-1534 b,1.89,4.23,955.0,5.71668872,0.0,0.0599,196.51,5442.0,0.86,0.9,-0.01,Kepler-1534 b,0,0.26835986,0,0,1027.9266,Superterran
Kepler-196 b,1.9,4.27,536.0,20.739886,0.0,0.138,20.735,5128.0,0.782,0.839,0.03,Kepler-196 b,0,0.32008227,0,0,617.6408,Superterran
Kepler-239 b,2.33,6.04,616.0,11.763051,0.0,0.095,34.746,4914.0,0.763,0.757,0.17,Kepler-239 b,0,0.27290701,0,0,710.09053,Superterran
Kepler-129 b,2.4,20.0,910.0,15.79,0.01,0.13,158.306,5770.0,1.653,1.178,0.29,Kepler-129 b,0,0.24283618,0,0,1042.2001,Superterran
Kepler-194 d,2.4,6.35,562.0,52.814973,0.0,0.275,12.863,6089.0,1.025,0.94,-0.03,Kepler-194 d,0,0.31824944,0,0,562.3532,Superterran
Kepler-1335 b,1.45,2.7,809.0,6.26406846,0.0,0.0615,80.741,4903.0,0.74,0.77,-0.07,Kepler-1335 b,0,0.29968599,0,0,842.82607,Terran
TOI-1347 b,1.8,11.1,1400.0,0.84742346,0.0,0.0171,1876.1315,5464.0,0.83,0.913,0.04,TOI-1347 b,0,0.26531084,0,0,1900.9192,Superterran
Kepler-154 b,2.26,5.73,561.0,33.040532,0.0,0.198,28.11,5690.0,1.001,0.933,0.02,Kepler-154 b,0,0.28794103,0,0,658.93553,Superterran
Kepler-20 b,1.773,9.7,1187.0,3.6961049,0.083,0.04565,331.0,5495.0,0.9164,0.929,0.07,Kepler-20 b,0,0.27005684,0,0,1223.9616,Superterran
Kepler-131 b,2.41,16.13,718.0,16.092,0.0,0.12789,66.122,5685.0,1.03,1.02,0.12,Kepler-131 b,0,0.25477149,0,0,814.92496,Superterran
Kepler-1410 b,1.78,3.82,290.0,60.866168,0.0,0.2543,1.06,4092.0,0.6,0.63,0.01,Kepler-1410 b,2,0.79997417,0,1,292.92224,Superterran
Kepler-1103 b,2.27,5.77,736.0,19.79191978,0.0,0.15336,160.282,6092.0,1.15,1.11,-0.01,Kepler-1103 b,0,0.24997136,0,0,1012.3348,Superterran
Kepler-42 d,0.57,0.357785,450.0,1.865169,0.02,0.0154,12.538,3068.0,0.17,0.13,-0.33,Kepler-42 d,0,0.3886222,0,0,513.04363,Subterran
Kepler-1227 b,2.29,5.86,369.0,94.2887577,0.0,0.38555,4.179,5747.0,0.95,0.97,-0.04,Kepler-1227 b,0,0.4862259,0,0,410.63665,Superterran
Kepler-143 b,2.41,6.39,838.0,16.007583,0.0,0.127,118.334,5848.0,1.359,0.982,-0.01,Kepler-143 b,0,0.24544047,0,0,956.14478,Superterran
Kepler-1181 b,1.57,3.09,1374.0,4.89337519,0.0,0.0621,831.143,6176.0,1.3,1.17,0.03,Kepler-1181 b,0,0.27750386,0,0,1514.8852,Terran
Kepler-1938 b,1.82828927,4.0,527.0,13.06260014,0.0,0.0938,18.25,4522.0,0.655,0.646,-0.22,Kepler-1938 b,0,0.31436755,0,0,646.13624,Superterran
Kepler-209 b,2.26,5.73,668.0,16.087845,0.0,0.122,48.662,5513.0,0.935,0.971,0.11,Kepler-209 b,0,0.2677522,0,0,764.70795,Superterran
Kepler-292 f,2.35,6.12,563.0,20.834237,0.0,0.141,24.325,5299.0,0.826,0.865,0.04,Kepler-292 f,0,0.29161186,0,0,631.05319,Superterran
TOI-561 b,1.397,2.02,2319.0,0.4465697,0.0,0.01064,4709.0,5342.0,0.843,0.806,-0.41,TOI-561 b,0,0.28240928,0,0,2387.9355,Terran
Kepler-1530 b,1.64,3.33,1484.0,2.5904434,0.0,0.03553,353.561,5477.0,0.88,0.92,0.03,Kepler-1530 b,0,0.27627156,0,0,1248.7876,Superterran
Kepler-205 b,1.51,2.89,757.0,2.75564,0.0,0.032,102.562,4321.0,0.546,0.592,-0.1254,Kepler-205 b,0,0.2911463,0,0,927.5782,Terran
Kepler-443 b,2.33,6.04,233.0,177.6693,0.11,0.495,0.86,4723.0,0.706,0.738,-0.01,Kepler-443 b,2,0.71460424,1,1,278.80042,Superterran
Kepler-280 c,2.01,4.7,1088.0,4.807091,0.0,0.056,279.085,5744.0,0.886,0.962,0.1213,Kepler-280 c,0,0.25900003,0,0,1171.7407,Superterran
LHS 1140 b,1.73,5.6,226.0,24.73723,0.043,0.0946,0.43,3096.0,0.2159,0.1844,-0.15,LHS 1140 b,2,0.65784339,1,1,232.23611,Superterran
Kepler-334 c,1.43,2.63,822.0,12.758005,0.0,0.107,97.21,5828.0,1.068,1.022,-0.012,Kepler-334 c,0,0.29577865,0,0,908.30903,Terran
Kepler-107 d,0.86,7.7,1173.0,7.95839,0.11,0.08377,315.0,5854.0,1.447,1.238,0.321,Kepler-107 d,0,0.29513441,0,0,1224.7622,Terran
Kepler-231 b,1.73,35.4,488.0,10.065275,0.0,0.074,14.879,3767.0,0.49,0.58,-0.1,Kepler-231 b,0,0.34444435,0,0,582.51842,Superterran
Kepler-1966 b,1.10479327,1.39,733.0,8.617429733,0.0,0.0763,68.28,5009.0,0.84,0.797,0.16,Kepler-1966 b,0,0.32171506,0,0,751.47278,Terran
Kepler-159 b,2.38,6.26,447.0,10.139623,0.0,0.082,33.463,4625.0,0.663,0.628,-0.04,Kepler-159 b,0,0.28408624,0,0,650.90648,Superterran
TOI-1444 b,1.41792246,3.58,2130.02,0.4702743,0.0,0.0116,5028.6263,5460.0,0.9105,0.9513,0.146,TOI-1444 b,0,0.28353065,0,0,2438.6043,Terran
Kepler-1759 b,0.9037791,0.676,954.0,3.720230103,0.0,0.0429,195.7,5017.0,0.797,0.76,-0.02,Kepler-1759 b,0,0.30143471,0,0,1004.4929,Terran
Kepler-1972 c,0.868,2.11,1215.0,11.3295,0.043,0.10493,198.4,5818.0,1.384,1.12,0.23,Kepler-1972 c,0,0.2988486,0,0,1055.966,Terran
Kepler-808 b,1.46,2.73,1322.0,0.631332353,0.0,0.01314,1428.3,4653.0,0.71,0.76,0.05,Kepler-808 b,0,0.28154009,0,0,1801.7583,Terran
Wolf 503 b,2.043,6.26,790.0,6.00127,0.41,0.05706,69.6,4716.0,0.689,0.688,-0.47,Wolf 503 b,0,0.27110936,0,0,806.81219,Superterran
Kepler-306 d,2.47,6.66,535.0,17.326644,0.0,0.12,21.983,4954.0,0.719,0.75,-0.13,Kepler-306 d,0,0.28467459,0,0,633.99364,Superterran
Kepler-1638 b,1.87,4.16,304.0,259.33683,0.0,0.745,2.76,5710.0,0.95,0.97,-0.01,Kepler-1638 b,2,0.75706411,0,1,312.13853,Superterran
Kepler-140 b,1.61,3.22,1301.0,3.25427,0.0,0.045,848.695,6077.0,1.288,1.044,-0.039,Kepler-140 b,0,0.2754004,0,0,1567.001,Superterran
GJ 740 b,1.53,2.96,829.0,2.37756,0.24,0.029,79.0,3913.0,0.56,0.58,0.08,GJ 740 b,0,0.2954586,0,0,840.69508,Terran
Kepler-169 d,1.25,2.1,702.0,8.348125,0.0,0.075,55.53,4997.0,0.763,0.825,0.17,Kepler-169 d,0,0.31288008,0,0,789.57773,Terran
Kepler-973 b,1.96,4.5,402.0,49.6077331,0.0,0.2489,7.892,5213.0,0.78,0.86,-0.06,Kepler-973 b,0,0.41824445,0,0,471.26128,Superterran
GJ 251 b,1.79,3.85,336.0,14.237,0.0,0.0808,2.37,3342.0,0.36,0.35,0.07,GJ 251 b,0,0.62909696,0,0,362.47388,Superterran
Kepler-226 c,2.27,45.2,919.0,5.349555,0.0,0.058,180.513,5571.0,0.802,0.904,0.09,Kepler-226 c,0,0.24907454,0,0,1041.0259,Superterran
K2-265 b,1.70824866,7.3418362,1366.0,2.36902,0.16,0.03359,592.0,5420.0,0.92,0.901,0.033,K2-265 b,0,0.27137533,0,0,1411.0176,Superterran
Kepler-787 b,1.28,2.18,1115.0,0.928310498,0.0,0.0159,493.553,4248.0,0.62,0.65,-0.09,Kepler-787 b,0,0.29036194,0,0,1362.9407,Terran
Kepler-330 c,1.95,4.46,573.0,15.955387,0.0,0.116,27.676,5117.0,0.722,0.848,0.16,Kepler-330 c,0,0.30527785,0,0,654.93248,Superterran
Kepler-374 b,1.03,1.08,1761.0,1.897806,0.0,0.029,2014.661,5977.0,0.911,1.033,0.1111,Kepler-374 b,0,0.29344853,0,0,1978.0011,Terran
LP 791-18 b,1.212,1.94,564.3,0.9479981,0.0,0.00978,24.14,2960.0,0.182,0.139,-0.09,LP 791-18 b,0,0.34580333,0,0,637.17114,Terran
Kepler-764 b,1.64,3.33,875.0,7.33683936,0.0,0.0724,160.457,5557.0,0.89,0.92,-0.06,Kepler-764 b,0,0.28219116,0,0,988.68111,Superterran
Kepler-326 b,1.52,44.6,1127.0,2.248329,0.0,0.032,783.449,5105.0,0.801,0.91,0.2385,Kepler-326 b,0,0.28002867,0,0,1469.2663,Terran
Kepler-1254 b,1.55,3.02,660.0,9.99113313,0.0,0.0833,33.978,4985.0,0.75,0.78,-0.1,Kepler-1254 b,0,0.31149161,0,0,717.13847,Terran
Kepler-1570 b,1.07,1.24,836.0,26.548955,0.0,0.16699,76.457,5550.0,0.89,0.92,-0.04,Kepler-1570 b,0,0.30961893,0,0,864.42655,Terran
Kepler-1173 b,0.89,0.64,1650.0,0.7698536,0.0,0.0156,1462.098,5252.0,0.82,0.86,0.0,Kepler-1173 b,0,0.29264349,0,0,1787.4162,Terran
Kepler-662 b,2.18,5.39,530.0,21.67697486,0.0,0.1408,23.824,4897.0,0.74,0.79,-0.03,Kepler-662 b,0,0.30255344,0,0,624.63195,Superterran
Kepler-1220 b,1.52,2.92,899.0,7.42693741,0.0,0.0734,177.842,5842.0,0.99,1.0,-0.04,Kepler-1220 b,0,0.28500328,0,0,1077.2773,Terran
Kepler-1990 c,0.98,0.904,1170.0,4.06844957,0.0,0.0504,442.08,5751.0,1.071,1.028,0.21,Kepler-1990 c,0,0.29559565,0,0,1370.7563,Terran
Kepler-639 b,2.38,6.26,957.0,10.21420496,0.0,0.09358,295.826,5896.0,1.29,1.14,0.23,Kepler-639 b,0,0.24023161,0,0,1222.3257,Superterran
Kepler-1826 b,1.47519116,2.78,806.0,1.615360022,0.0,0.0213,99.32,3821.0,0.486,0.49,-0.28,Kepler-1826 b,0,0.28828182,0,0,1033.3221,Terran
Kepler-1189 b,1.77,3.78,1158.0,3.78858982,0.0,0.0467,449.936,6012.0,1.16,1.11,0.08,Kepler-1189 b,0,0.26877991,0,0,1363.0666,Superterran
Kepler-118 b,1.96,4.5,784.0,7.518496,0.0,0.073,79.753,5274.0,1.094,0.811,0.18,Kepler-118 b,0,0.27347748,0,0,857.06565,Superterran
KOI-1599.02,1.9,9.0,755.0,13.6088,0.0114,0.112293,76.81,5833.0,0.972,1.02,0.06,KOI-1599.02,0,0.27124191,0,0,942.42251,Superterran
Kepler-1957 b,0.94374867,0.79,1099.0,2.186619997,0.0,0.0299,345.07,4904.0,0.772,0.745,0.0,Kepler-1957 b,0,0.29762483,0,0,1177.172,Terran
Kepler-1198 b,1.47,2.76,830.0,7.6847716,0.0,0.0732,108.069,5517.0,0.9,0.93,0.03,Kepler-1198 b,0,0.29278687,0,0,930.4006,Terran
Kepler-235 b,2.23,5.6,731.0,3.340222,0.0,0.037,44.0,4255.0,0.554,0.581,-0.51,Kepler-235 b,0,0.26580221,0,0,793.09399,Superterran
Kepler-245 e,1.75,1806.36,998.0,3.219821056,0.0,0.04053,240.151,5174.0,0.8,0.86,0.05,Kepler-245 e,0,0.27247765,0,0,1145.2374,Superterran
Kepler-1082 b,1.12,1.46,1827.0,1.543206604,0.0,0.02571,2949.557,5923.0,1.14,1.03,-0.06,Kepler-1082 b,0,0.29221378,0,0,2150.1015,Terran
Kepler-1126 b,1.73,3.64,374.0,108.593329,0.0,0.41251,4.55,5798.0,0.93,0.92,-0.26,Kepler-1126 b,0,0.50452199,0,0,423.06871,Superterran
Kepler-1383 b,1.41,2.57,928.0,13.9093583,0.0,0.11397,231.396,6370.0,1.44,1.26,0.03,Kepler-1383 b,0,0.28795357,0,0,1161.8996,Terran
Kepler-1353 b,1.8,3.89,491.0,24.7543966,0.0,0.153,10.767,4776.0,0.72,0.76,-0.06,Kepler-1353 b,0,0.3832859,0,0,516.21403,Superterran
Kepler-24 b,2.348,11.14,1050.0,8.14,0.023,0.08045,252.246,6028.0,1.099,1.06,-0.0708,Kepler-24 b,0,0.24247115,0,0,1055.3112,Superterran
Kepler-174 b,1.96,4.5,553.0,13.98179,0.0,0.1,24.418,4880.0,0.622,0.602,-0.56,Kepler-174 b,0,0.30464796,0,0,655.2779,Superterran
Kepler-1461 b,2.03,4.78,451.0,29.3494775,0.0,0.1715,8.88,4919.0,0.74,0.79,-0.04,Kepler-1461 b,0,0.40476121,0,0,479.22941,Superterran
Kepler-622 b,2.13,5.18,446.0,14.28226676,0.0,0.0978,12.486,4201.0,0.61,0.64,-0.09,Kepler-622 b,0,0.33405838,0,0,560.08778,Superterran
Kepler-1837 b,2.06673842,4.92,1012.0,5.906089783,0.0,0.065,247.83,5966.0,0.961,1.049,-0.02,Kepler-1837 b,0,0.25788761,0,0,1085.0977,Superterran
Kepler-1182 b,2.41,6.39,796.0,11.17394617,0.0,0.0981,197.882,5924.0,1.05,1.04,0.01,Kepler-1182 b,0,0.24176197,0,0,1064.3661,Superterran
Kepler-48 d,2.04,7.93,448.0,42.8961,0.0,0.23302,9.292,5194.0,0.89,0.88,0.17,Kepler-48 d,0,0.37884591,0,0,504.75921,Superterran
Kepler-615 b,1.74,3.68,620.0,10.35584657,0.0,0.085,19.18,4655.0,0.69,0.73,-0.07,Kepler-615 b,0,0.31462419,0,0,661.40284,Superterran
Kepler-32 e,1.5,4.08181,652.0,2.896,0.0,0.033,56.649,3900.0,0.53,0.58,0.0,Kepler-32 e,0,0.30782957,0,0,752.78083,Terran
Kepler-299 e,1.87,4.16,534.0,38.285489,0.0,0.22,20.174,5617.0,1.032,1.004,0.12,Kepler-299 e,0,0.32959772,0,0,598.0179,Superterran
Kepler-174 c,1.49,2.83,377.0,44.000529,0.0,0.214,5.296,4880.0,0.622,0.602,-0.56,Kepler-174 c,0,0.47958253,0,0,447.93875,Terran
Kepler-1046 b,1.71,3.57,786.0,14.37508035,0.0,0.11858,101.4,5913.0,1.04,1.04,0.0,Kepler-1046 b,0,0.28490745,0,0,873.75584,Superterran
Kepler-1081 b,1.01,1.01,972.0,3.856918547,0.0,0.04662,225.216,5345.0,0.84,0.88,0.01,Kepler-1081 b,0,0.29907002,0,0,1117.4615,Terran
Kepler-641 b,1.85,4.08,926.0,9.48961571,0.0,0.0895,311.788,5713.0,1.13,1.02,0.15,Kepler-641 b,0,0.26636557,0,0,1214.5939,Superterran
Kepler-969 b,2.07,4.94,465.0,34.1731714,0.0,0.19726,10.166,5214.0,0.82,0.92,0.22,Kepler-969 b,0,0.37182482,0,0,510.79736,Superterran
Kepler-124 c,1.75,3.71,560.0,13.821375,0.0,0.1,30.716,4984.0,0.636,0.706,-0.46,Kepler-124 c,0,0.30583655,0,0,695.30527,Superterran
Kepler-1285 b,0.97,0.871,874.0,14.7967458,0.0,0.12758,181.591,6170.0,1.28,1.2,0.16,Kepler-1285 b,0,0.30028264,0,0,1065.6532,Terran
TOI-733 b,1.992,5.72,1055.8,4.884765,0.046,0.0618,207.1,5585.0,0.949,0.956,-0.04,TOI-733 b,0,0.26125275,0,0,1101.2193,Superterran
Kepler-201 b,2.46,6.62,683.0,25.672083,0.0,0.175,64.549,6065.0,1.229,1.098,-0.0442,Kepler-201 b,0,0.25014544,0,0,840.24608,Superterran
Kepler-652 b,2.49,6.76,974.0,4.182002531,0.0,0.04958,211.884,5490.0,0.88,0.97,0.17,Kepler-652 b,0,0.23724053,0,0,1098.0991,Superterran
Kepler-1876 b,0.853,2.4,1299.0,6.99205,0.098,0.0758,475.0,6104.0,1.477,1.187,0.01,Kepler-1876 b,0,0.29366715,0,0,1336.8404,Terran
HD 23472 e,0.818,0.72,723.0,7.90754,0.07,0.068,46.7,4684.0,0.71,0.67,-0.2,HD 23472 e,0,0.31620284,0,0,769.64046,Terran
Kepler-1813 b,1.413,2.58,1059.0,2.818160057,0.0,0.0364,298.2,5167.0,0.787,0.812,-0.04,Kepler-1813 b,0,0.28723426,0,0,1197.7739,Terran
Kepler-1287 b,1.54,2.99,796.0,11.47685909,0.0,0.0976,78.156,5715.0,0.94,0.96,-0.05,Kepler-1287 b,0,0.29314158,0,0,873.87761,Terran
Kepler-364 b,1.55,3.02,753.0,25.745718,0.0,0.178,68.71,6108.0,1.284,1.076,-0.031,Kepler-364 b,0,0.29586872,0,0,834.57529,Terran
Kepler-332 c,1.09,1.32,550.0,15.995622,0.0,0.114,19.986,4955.0,0.72,0.743,-0.13,Kepler-332 c,0,0.35934156,0,0,608.79783,Terran
K2-22 b,2.3,444.962,2100.0,0.381073,0.19,0.009,114.0,3879.0,0.58,0.595292,0.032,K2-22 b,0,0.24124332,0,0,1630.4776,Superterran
Kepler-1824 b,2.38127597,6.26,421.0,95.61100006,0.0,0.4267,7.45,6002.0,1.081,1.135,0.2,Kepler-1824 b,0,0.3766322,0,0,485.9753,Superterran
Kepler-1042 b,2.19,5.43,574.0,10.13202575,0.0,0.0756,25.66,4815.0,0.72,0.75,-0.1,Kepler-1042 b,0,0.27468943,0,0,740.738,Superterran
Kepler-1945 b,1.289,2.21,808.0,6.080039978,0.0,0.0597,100.72,4991.0,0.804,0.767,0.04,Kepler-1945 b,0,0.30094782,0,0,913.45752,Terran
Kepler-403 c,1.75,3.71,604.0,54.280749,0.0,0.297,45.154,6090.0,1.329,1.299,0.079,Kepler-403 c,0,0.29381148,0,0,764.79897,Superterran
K2-285 e,1.95,10.7,500.9,14.76289,0.0,0.18041,10.5,4975.0,0.787,0.83,0.0,K2-285 e,0,0.36281156,0,0,531.24544,Superterran
Kepler-352 b,0.86,0.566,694.0,10.05537,0.0,0.085,50.389,5212.0,0.781,0.798,-0.11,Kepler-352 b,0,0.31791238,0,0,769.51317,Terran
K2-233 b,1.315,2.4,1127.0,2.467583,0.0,0.03293,269.0,4796.0,0.71,0.79,-0.082,K2-233 b,0,0.29042712,0,0,1170.1003,Terran
EPIC 220674823 b,1.606,7.54,2324.0,0.57130782,0.0,0.0132,4656.0,5578.0,0.99,0.913,-0.005,EPIC 220674823 b,0,0.26861068,0,0,2332.941,Superterran
Kepler-1399 b,1.25,2.1,1610.0,1.638653058,0.0,0.0276,1707.252,5735.0,0.96,0.97,-0.03,Kepler-1399 b,0,0.28958731,0,0,1741.6905,Terran
Kepler-338 e,1.56,8.5,1143.0,9.341,0.05,0.08979,428.524,5999.0,1.735,1.14,-0.029,Kepler-338 e,0,0.27904948,0,0,1345.4108,Terran
Kepler-866 b,1.63,3.29,996.0,2.617032536,0.0,0.0331,196.127,4751.0,0.71,0.75,-0.07,Kepler-866 b,0,0.28048371,0,0,1053.8081,Superterran
Kepler-597 b,2.37,6.21,743.0,13.02365861,0.0,0.10916,76.375,5683.0,0.95,0.97,-0.01,Kepler-597 b,0,0.25224477,0,0,868.64748,Superterran
Kepler-196 c,2.24,5.65,407.0,47.427737,0.0,0.24,6.88,5128.0,0.782,0.839,0.03,Kepler-196 c,0,0.40414411,0,0,468.34933,Superterran
Kepler-1348 b,1.94,4.42,636.0,27.5722742,0.0,0.1834,49.665,5911.0,1.04,1.04,-0.01,Kepler-1348 b,0,0.28531733,0,0,755.48502,Superterran
Kepler-1650 b,0.96,0.84,602.0,1.53818001,0.01,0.0167,54.562,3410.0,0.334,0.326,-0.11,Kepler-1650 b,0,0.32144884,0,0,758.25376,Terran
Kepler-1817 b,2.27349126,5.79,463.0,44.29919815,0.0,0.2348,10.85,5316.0,0.915,0.878,0.16,Kepler-1817 b,0,0.3922854,0,0,477.06381,Superterran
Kepler-1225 b,1.82,3.97,1453.0,7.01075434,0.0,0.0771,324.282,6140.0,1.19,1.13,0.01,Kepler-1225 b,0,0.26734431,0,0,1255.0133,Superterran
Kepler-1025 b,1.98,4.58,1654.0,37.3229493,0.0,0.21607,17.952,6089.0,1.13,1.09,-0.03,Kepler-1025 b,0,0.32854943,0,0,586.87064,Superterran
Kepler-1260 b,1.77,3.78,823.0,19.1187753,0.0,0.1444,171.926,5961.0,1.08,1.06,0.01,Kepler-1260 b,0,0.27448804,0,0,1024.8066,Superterran
Kepler-1617 b,1.2,1.87,736.0,27.4785572,0.0,0.17707,64.689,6167.0,1.22,1.15,0.01,Kepler-1617 b,0,0.31070689,0,0,822.87948,Terran
Kepler-50 b,1.71,8.9,1196.0,7.81254,0.0,0.077,494.705,6225.0,1.58,1.24,0.03,Kepler-50 b,0,0.2713846,0,0,1411.4976,Superterran
Kepler-1391 b,1.68,3.46,513.0,54.4092333,0.0,0.30045,33.335,5840.0,1.1,1.03,0.04,Kepler-1391 b,0,0.30760627,0,0,704.03213,Superterran
Kepler-1933 b,1.17984089,1.76,1058.0,4.943290234,0.0,0.05605,250.5,5661.0,1.008,0.964,0.1,Kepler-1933 b,0,0.29625688,0,0,1136.172,Terran
Kepler-1006 b,1.54,2.99,791.0,19.76172042,0.0,0.1464,153.493,5328.0,0.74,0.78,-0.4,Kepler-1006 b,0,0.34758513,0,0,597.24838,Terran
Kepler-864 c,1.62,3.26,1532.0,2.42150341,0.0,0.0382,1305.04,6213.0,1.195,1.27,0.36,Kepler-864 c,0,0.27460704,0,0,1659.1813,Superterran
Kepler-215 e,1.75,3.71,405.0,68.16101,0.0,0.314,7.444,5739.0,1.027,0.788,-0.4425,Kepler-215 e,0,0.4214819,0,0,479.96625,Superterran
TOI-4342 c,2.349,4.8,514.0,10.688662,0.0,0.0804,11.6,3866.0,0.598,0.587,0.26,TOI-4342 c,0,0.33963825,0,0,527.06396,Superterran
Kepler-570 b,2.45,6.57,1009.0,4.301662003,0.0,0.0497,214.04,5496.0,0.9,0.93,0.06,Kepler-570 b,0,0.23930961,0,0,1088.2967,Superterran
Kepler-60 b,1.71,4.19,1102.0,7.1334,0.0,0.07255,318.0,5905.0,1.257,1.041,-0.09,Kepler-60 b,0,0.27204474,0,0,1326.8171,Superterran
Kepler-1631 b,1.35,2.39,1122.0,4.09513932,0.0,0.0511,446.918,5679.0,0.95,0.97,0.04,Kepler-1631 b,0,0.28867844,0,0,1277.8064,Terran
Kepler-1557 b,1.53,2.96,1287.0,3.74032496,0.0,0.049,645.543,6099.0,1.17,1.11,0.02,Kepler-1557 b,0,0.28006638,0,0,1391.8021,Terran
Kepler-321 c,2.32,5.99,752.0,13.093921,0.0,0.11,80.103,5740.0,1.194,1.024,0.121,Kepler-321 c,0,0.25502639,0,0,863.43406,Superterran
Kepler-37 d,2.03,2.0,499.0,39.7922622,0.1,0.2109,10.39,5357.0,0.789,0.79,-0.36,Kepler-37 d,0,0.36577954,0,0,520.1338,Terran
Kepler-1337 b,2.41,6.39,437.0,24.4002549,0.0,0.1441,9.183,4523.0,0.67,0.7,-0.09,Kepler-1337 b,0,0.36679631,0,0,494.41715,Superterran
Kepler-1463 b,1.86,4.12,619.0,25.15864,0.0,0.1694,57.634,5679.0,0.95,0.96,0.0,Kepler-1463 b,0,0.29228729,0,0,737.00226,Superterran
Kepler-1688 b,1.26174569,2.13,772.0,5.62012,0.0,0.0577,84.01,4632.11,0.746,0.814,-0.046,Kepler-1688 b,0,0.30810374,0,0,830.49613,Terran
HD 23472 d,0.75,0.55,909.0,3.97664,0.07,0.04298,117.0,4684.0,0.71,0.67,-0.2,HD 23472 d,0,0.29650785,0,0,968.0753,Terran
Kepler-1742 b,2.1782413,5.38,462.0,49.47819901,0.0,0.2587,10.73,5776.0,0.849,0.939,-0.18,Kepler-1742 b,0,0.36722625,0,0,508.77681,Superterran
Kepler-392 b,1.0,0.972,1125.0,5.341853,0.0,0.059,450.654,5938.0,1.129,0.874,-0.4362,Kepler-392 b,0,0.29602836,0,0,1325.1026,Terran
Kepler-163 c,2.26,5.73,648.0,21.347262,0.0,0.152,30.238,5776.0,0.917,0.882,0.1412,Kepler-163 c,0,0.28233182,0,0,681.55942,Superterran
Kepler-200 c,1.59,3.15,806.0,10.222157,0.0,0.09,126.361,5678.0,0.944,0.972,-0.006,Kepler-200 c,0,0.28565284,0,0,963.39473,Terran
Kepler-194 b,1.51,2.89,1648.0,2.092281,0.0,0.032,953.173,6089.0,1.025,0.94,-0.03,Kepler-194 b,0,0.27972852,0,0,1648.544,Terran
Kepler-393 b,1.29,2.21,1052.0,9.182417,0.0,0.091,429.813,6189.0,1.382,1.256,0.0322,Kepler-393 b,0,0.2907136,0,0,1289.4509,Terran
Kepler-1301 b,1.4,2.54,734.0,9.08237046,0.0,0.0815,76.139,5188.0,0.81,0.85,0.01,Kepler-1301 b,0,0.30338622,0,0,825.74645,Terran
Kepler-392 c,1.1,1.37,901.0,10.423118,0.0,0.093,185.098,5938.0,1.129,0.874,-0.4362,Kepler-392 c,0,0.29984717,0,0,1055.4412,Terran
Kepler-1623 b,1.31,2.27,1000.0,4.36128348,0.0,0.0518,243.08,5772.0,1.0,1.0,0.04,Kepler-1623 b,0,0.29212031,0,0,1144.8818,Terran
Kepler-134 c,1.26,2.13,892.0,10.105785,0.0,0.092,128.086,5983.0,1.176,0.956,-0.2067,Kepler-134 c,0,0.29848605,0,0,982.38474,Terran
Kepler-390 b,0.82,0.477,786.0,6.738088,0.0,0.065,99.972,5166.0,0.776,0.787,-0.0443,Kepler-390 b,0,0.30268926,0,0,921.44378,Terran
Kepler-206 c,1.77,3.78,825.0,13.137471,0.0,0.111,95.51,5764.0,1.185,0.957,0.0213,Kepler-206 c,0,0.27976824,0,0,906.28341,Superterran
Kepler-82 e,2.47,254.02,926.0,5.902206,0.0,0.063,144.337,5428.0,0.945,0.946,0.2107,Kepler-82 e,0,0.23991826,0,0,1030.3986,Superterran
Kepler-1482 b,1.01,1.01,678.0,12.25383217,0.0,0.09968,86.499,5381.0,0.84,0.88,-0.04,Kepler-1482 b,0,0.31033882,0,0,860.456,Terran
